symbol	Biffle	CAR_MplusCHLA_3	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2
ALDH5A1	391	389	391	350	263	49	607
ALDH6A1	1484	1159	1484	947	630	717	1034
ALDH7A1	1366	4382	1366	3826	3896	1647	4651
ALDH8A1	6	51	6	0	0	0	2
ALDH9A1	1007	6317	1007	4622	5208	1935	5121
ALDOA	22805	52029	22805	57716	54915	36113	44113
ALDOB	0	2	0	1	2	0	0
ALDOC	177	309	177	286	647	184	252
ALG1	1013	2101	1013	3413	2841	697	2124
ALG10	160	835	160	812	728	671	624
ALG10B	170	597	170	699	969	543	1199
ALG11	0	1532	0	326	812	336	1152
ALG12	52	1695	52	1176	1339	1024	1771
ALG13	457	2732	457	4409	4221	494	2364
ALG14	0	197	0	564	587	183	582
ALG1L	0	0	0	0	5	192	2
ALG1L2	0	0	0	0	0	0	0
ALG1L9P	20	2	20	3	0	227	26
ALG2	617	1279	617	1514	1712	1154	2207
ALG3	1872	782	1872	2676	2377	1052	1212
ALG5	484	3125	484	2668	3815	542	3898
ALG6	205	735	205	569	503	436	576
ALG8	842	4113	842	5778	5690	1805	3252
ALG9	158	1293	158	861	1452	185	823
ALK	0	59	0	37	354	1	40
ALKAL1	0	0	0	0	0	0	0
ALKAL2	0	0	0	0	0	0	0
ALKBH1	0	134	0	273	352	349	427
ALKBH2	354	293	354	434	175	0	122
ALKBH3	536	392	536	972	574	169	915
ALKBH3-AS1	0	0	0	0	0	0	0
ALKBH4	184	967	184	315	158	0	410
ALKBH5	2216	7439	2216	7337	7730	3668	6973
ALKBH6	696	1134	696	804	1091	0	835
ALKBH7	408	477	408	1381	743	96	582
ALKBH8	195	718	195	693	1085	171	1088
ALLC	0	0	0	0	0	0	0
ALMS1	695	779	695	621	690	18	756
ALMS1-IT1	89	103	89	88	1	0	59
ALMS1P1	0	0	0	0	18	0	0
ALOX12	0	0	0	0	0	0	0
ALOX12-AS1	0	80	0	66	1	0	0
ALOX12B	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0
ALOX15	2	156	2	0	0	1	40
ALOX15B	0	0	0	132	30	1	15
ALOX15P1	0	0	0	0	0	0	0
ALOX5	1382	3392	1382	4597	3372	1495	3288
ALOX5AP	1883	6052	1883	4741	7040	3669	5610
ALOXE3	0	0	0	0	0	0	0
ALPG	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0
ALPK1	603	3219	603	1595	2177	2058	3005
ALPK2	0	0	0	0	99	0	0
ALPK3	0	1055	0	1308	1238	518	824
ALPL	0	0	0	0	0	0	0
ALPP	0	0	0	1	0	0	1
ALS2	475	4065	475	1962	3231	1225	4380
ALS2CL	1	1	1	0	0	0	2
ALS2CR12	0	0	0	0	0	0	0
ALX1	0	658	0	251	647	171	641
ALX3	0	0	0	0	1	0	0
ALX4	0	0	0	0	0	0	0
ALYREF	2208	5310	2208	5893	6363	4005	6885
AMACR	86	1139	86	871	785	213	978
AMBN	0	0	0	0	0	0	0
AMBP	0	0	0	0	0	0	0
AMBRA1	780	1319	780	1503	1595	315	2076
AMD1	4311	14411	4311	18602	18627	11518	16118
AMDHD1	185	249	185	256	202	0	102
AMDHD2	1129	2992	1129	2423	2763	1374	2392
AMELX	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0
AMER1	1	130	1	98	10	2	73
AMER2	22	0	22	1	122	0	13
AMER3	9	13	9	3	2	0	2
AMFR	514	3566	514	2999	3955	1073	2890
AMH	0	0	0	0	0	0	0
AMHR2	0	0	0	0	0	0	0
AMIGO1	0	0	0	52	1	0	78
AMIGO2	0	159	0	1	0	0	1
AMIGO3	0	60	0	0	66	0	64
AMMECR1	311	681	311	789	732	2	375
AMMECR1L	519	2341	519	2035	1571	696	1844
AMN	0	0	0	0	0	0	0
AMN1	0	888	0	397	581	314	619
AMOT	0	49	0	0	43	0	50
AMOTL1	0	152	0	98	176	0	18
AMOTL2	0	3	0	1	1	1	0
AMPD1	0	0	0	0	0	0	0
AMPD2	0	444	0	629	789	831	679
AMPD3	1109	8364	1109	4943	5064	3250	9307
AMPH	0	0	0	0	0	0	0
AMT	149	650	149	213	302	246	750
AMTN	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	1
AMY1C	0	0	0	2	9	0	0
AMY2A	0	0	0	0	77	0	0
AMY2B	0	745	0	237	0	0	639
AMZ1	0	0	0	1	0	0	0
AMZ2	758	2492	758	1740	1889	401	2248
AMZ2P1	228	553	228	348	167	0	321
ANAPC1	577	2021	577	1166	2254	670	1003
ANAPC10	0	369	0	309	167	0	186
ANAPC11	5698	13065	5698	13165	12655	8249	11172
ANAPC13	925	3273	925	2880	4546	1112	3240
ANAPC15	3774	11828	3774	8779	7079	3116	10911
ANAPC16	1945	6400	1945	5809	3969	2796	5800
ANAPC1P1	3	0	3	0	0	0	0
ANAPC2	89	426	89	246	662	225	925
ANAPC4	782	2337	782	2525	2121	430	2560
ANAPC5	451	1460	451	2139	1767	351	1419
ANAPC7	733	2556	733	2373	2067	1348	2289
ANG	169	0	169	0	0	110	0
ANGEL1	326	1065	326	1343	740	153	746
ANGEL2	659	1791	659	1109	1332	154	2229
ANGPT1	0	1	0	1	0	0	0
ANGPT2	344	6	344	7	4	2	3
ANGPT4	0	0	0	0	0	0	1
ANGPTL1	0	0	0	0	0	0	0
ANGPTL2	2	1	2	0	41	1	45
ANGPTL3	0	0	0	0	0	0	0
ANGPTL4	0	0	0	0	0	0	0
ANGPTL5	0	0	0	0	0	0	0
ANGPTL6	0	407	0	148	73	258	56
ANGPTL7	0	0	0	0	0	0	0
ANGPTL8	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0
ANK1	0	65	0	0	0	2	50
ANK2	1	444	1	314	461	1	144
ANK3	3	2	3	0	1	0	2
ANKAR	0	54	0	0	0	0	2
ANKDD1A	0	236	0	228	0	190	55
ANKDD1B	0	0	0	0	0	0	51
ANKEF1	167	376	167	492	134	377	206
ANKFN1	0	0	0	0	0	0	0
ANKFY1	1067	6667	1067	4649	4472	1678	5280
ANKH	7743	13486	7743	24962	28768	4180	12999
ANKHD1	7553	8186	7553	3687	6139	1229	6679
ANKHD1-EIF4EBP3	0	148	0	1964	0	0	0
ANKIB1	1	1180	1	794	934	37	677
ANKK1	0	1	0	0	0	0	0
ANKLE1	42	300	42	108	93	0	330
ANKLE2	784	4566	784	2626	3355	2296	3854
ANKMY1	0	224	0	176	422	172	322
ANKMY2	0	1620	0	1050	724	403	986
ANKRA2	0	188	0	62	190	177	311
ANKRD1	5	3	5	4	8	320	7
ANKRD10	1017	2933	1017	2370	2640	1073	1691
ANKRD11	2614	6204	2614	6511	4260	2316	5781
ANKRD12	13173	18959	13173	7880	6364	5176	20249
ANKRD13A	809	3404	809	2665	2633	389	3483
ANKRD13B	0	49	0	169	83	0	79
ANKRD13C	117	3219	117	1672	2110	1047	3631
ANKRD13D	730	1837	730	1325	1437	1290	2423
ANKRD16	122	16	122	0	1	104	59
ANKRD17	1976	4615	1976	2954	2958	1633	2877
ANKRD18A	0	0	0	0	0	0	0
ANKRD18B	0	23	0	0	0	0	91
ANKRD18CP	0	0	0	0	0	0	0
ANKRD18DP	19	65	19	4	0	0	11
ANKRD19P	0	41	0	28	0	0	0
ANKRD2	0	0	0	0	0	0	0
ANKRD20A1	0	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0
ANKRD20A19P	1	0	1	10	2	0	0
ANKRD20A2	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0
ANKRD20A4	0	0	0	0	0	0	0
ANKRD20A4-ANKRD20A20P	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	0	0	0	0
ANKRD20A9P	0	0	0	0	0	0	0
ANKRD22	3	134	3	0	106	0	0
ANKRD23	0	9	0	0	0	0	23
ANKRD24	0	86	0	75	0	0	20
ANKRD26	128	315	128	340	327	265	382
ANKRD26P1	0	0	0	0	0	0	0
ANKRD26P3	0	0	0	0	0	0	0
ANKRD27	433	2572	433	2505	2613	457	2663
ANKRD28	3	1770	3	1267	2583	223	2365
ANKRD29	0	0	0	0	0	0	45
ANKRD30A	0	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0	0
ANKRD30BL	0	0	0	0	0	0	0
ANKRD30BP2	156	44	156	2	1	0	42
ANKRD30BP3	0	0	0	0	0	0	0
ANKRD31	0	0	0	0	0	0	0
ANKRD33	0	0	0	0	0	0	0
ANKRD33B	0	33	0	82	130	0	76
ANKRD34A	0	0	0	1	51	0	0
ANKRD34B	0	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0	0
ANKRD35	184	336	184	193	91	411	68
ANKRD36	55	209	55	45	480	0	97
ANKRD36B	137	18	137	365	0	0	66
ANKRD36BP1	0	63	0	0	0	0	142
ANKRD36BP2	0	0	0	0	0	0	0
ANKRD36C	784	225	784	379	479	0	255
ANKRD37	0	26	0	206	2	0	39
ANKRD39	0	578	0	532	549	601	336
ANKRD40	786	4769	786	4862	5953	2844	6460
ANKRD40CL	0	1	0	1	154	0	6
ANKRD42	181	1312	181	933	469	2	1118
ANKRD44	59	1271	59	1408	1310	645	1672
ANKRD44-IT1	0	2	0	0	0	0	0
ANKRD45	3	0	3	0	1	0	2
ANKRD46	92	1470	92	1455	923	405	1193
ANKRD49	167	1122	167	400	1286	278	875
ANKRD50	793	2860	793	2315	2373	1045	3587
ANKRD52	928	3294	928	4149	2608	184	2480
ANKRD53	0	0	0	0	0	1	0
ANKRD54	501	984	501	790	1014	114	657
ANKRD55	0	0	0	0	0	0	42
ANKRD6	192	313	192	47	233	0	200
ANKRD60	278	79	278	3	0	0	37
ANKRD61	0	0	0	35	0	0	0
ANKRD62	174	48	174	18	87	0	41
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0
ANKRD63	0	0	0	0	0	0	0
ANKRD65	0	0	0	0	0	0	10
ANKRD66	0	46	0	0	0	0	0
ANKRD7	0	0	0	0	0	0	0
ANKRD9	316	830	316	728	859	123	810
ANKS1A	474	1196	474	1352	1690	190	1389
ANKS1B	0	0	0	0	3	2	1
ANKS3	1	342	1	1	0	0	148
ANKS4B	154	65	154	7	61	1	3
ANKS6	0	56	0	311	0	0	34
ANKUB1	0	0	0	0	0	0	0
ANKZF1	80	953	80	893	831	365	1719
ANLN	348	9655	348	3786	2809	2563	9530
ANO1	0	0	0	0	0	0	0
ANO10	516	997	516	1744	1560	529	1247
ANO2	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0
ANO5	0	210	0	230	147	199	272
ANO6	1007	5934	1007	5521	6004	1457	7262
ANO7	0	0	0	0	0	0	41
ANO8	1	537	1	82	530	289	287
ANO9	0	0	0	0	0	0	0
ANOS1	39	5084	39	1249	1626	916	3833
ANP32A	19059	54200	19059	37551	29531	10371	48938
ANP32A-IT1	4	3	4	2	6	7	2
ANP32AP1	0	0	0	0	0	0	0
ANP32B	39794	120371	39794	76616	60682	24444	95964
ANP32C	0	0	0	0	0	0	0
ANP32D	0	0	0	0	0	0	0
ANP32E	3998	20918	3998	7737	6875	4742	19149
ANPEP	1260	5078	1260	917	1267	2389	4063
ANTXR1	560	3559	560	2007	3554	925	4387
ANTXR2	2207	6979	2207	7715	9010	3032	7307
ANTXRL	0	0	0	0	0	0	0
ANTXRLP1	0	0	0	0	0	0	0
ANXA1	912	3807	912	2594	2860	1306	4194
ANXA10	0	0	0	1	0	0	0
ANXA11	3891	6920	3891	6848	5989	1938	5369
ANXA13	0	1	0	0	0	0	0
ANXA2	14090	100076	14090	61374	61302	42878	98250
ANXA2P1	0	1	0	17	1	0	0
ANXA2P2	0	0	0	35	0	0	0
ANXA2P3	0	0	0	0	1	0	2
ANXA2R	0	0	0	0	54	0	36
ANXA3	0	1	0	3	5	0	68
ANXA4	1677	6282	1677	8702	6872	2679	7847
ANXA5	10493	62906	10493	47628	57331	20247	64219
ANXA6	3198	11463	3198	7747	8902	3802	11057
ANXA7	744	11934	744	8459	9421	2882	13760
ANXA8	2	0	2	0	2	0	0
ANXA8L1	0	2	0	0	0	0	2
ANXA9	0	1	0	0	199	1	0
AOAH	468	4965	468	1292	1408	528	3042
AOAH-IT1	0	0	0	0	0	0	0
AOC1	1	655	1	126	209	109	309
AOC2	0	2	0	0	0	0	0
AOC3	0	1	0	128	0	0	1
AOC4P	0	3	0	0	0	0	0
AOX1	0	0	0	0	0	1	0
AOX3P-AOX2P	0	0	0	0	0	0	0
AP1AR	157	1945	157	1518	3334	793	2339
AP1B1	6717	35241	6717	41589	38660	16425	28097
AP1B1P1	0	0	0	0	0	0	0
AP1G1	3464	13926	3464	13697	14139	5718	15563
AP1G2	0	974	0	614	719	729	600
AP1M1	669	4216	669	3284	3130	1326	4374
AP1M2	0	1	0	1	1	0	0
AP1S1	680	2383	680	2416	2962	1470	2625
AP1S2	3965	26148	3965	40326	48231	7705	36131
AP1S3	535	266	535	16	195	98	77
AP2A1	1398	4612	1398	4204	5470	2549	3253
AP2A2	4892	11102	4892	8877	10623	4691	10159
AP2B1	377	6087	377	4230	5368	1018	4557
AP2M1	4651	20429	4651	19386	17944	10850	18939
AP2S1	5668	9639	5668	9477	10535	4768	9188
AP3B1	517	10194	517	7126	7116	2104	9585
AP3B2	1	212	1	0	71	0	32
AP3D1	5628	14898	5628	12512	10572	4112	12359
AP3M1	631	4057	631	3320	3770	1747	4303
AP3M2	445	1120	445	726	790	118	713
AP3S1	741	6909	741	6787	7836	1826	8033
AP3S2	0	1070	0	145	212	0	485
AP4B1	265	1562	265	973	1027	0	1137
AP4B1-AS1	0	4	0	63	6	195	118
AP4E1	1965	3645	1965	3229	2687	970	4111
AP4M1	602	768	602	743	1115	641	594
AP4S1	557	563	557	195	180	244	319
AP5B1	456	1841	456	1377	2498	26	1404
AP5M1	0	1391	0	797	726	525	1011
AP5S1	628	422	628	115	678	167	367
AP5Z1	1548	1744	1548	3805	2546	1871	2821
APAF1	4	3743	4	2196	4151	1349	3507
APBA1	203	2111	203	1403	2082	928	2121
APBA2	186	334	186	171	358	328	392
APBA3	49	547	49	662	239	0	121
APBB1	0	118	0	74	0	0	55
APBB1IP	1356	6222	1356	4445	3824	2142	5373
APBB2	173	51	173	234	76	194	235
APBB3	0	552	0	214	86	85	471
APC	65	671	65	483	401	1	790
APC2	0	0	0	0	0	0	0
APCDD1	0	0	0	0	0	0	0
APCDD1L	0	0	0	0	59	0	0
APCDD1L-DT	0	0	0	0	0	0	0
APCS	0	0	0	0	0	0	0
APEH	1644	5169	1644	3936	4752	1751	3384
APELA	0	0	0	0	2	0	1
APEX1	1917	11883	1917	9606	11214	4985	9663
APEX2	225	1596	225	997	1135	984	732
APH1A	7051	17693	7051	17366	15790	12130	15404
APH1B	1632	3376	1632	3981	4815	2525	3159
API5	941	5863	941	5174	4945	1648	5112
APIP	311	2999	311	2563	1989	499	3299
APLF	0	128	0	69	172	109	300
APLN	0	0	0	1	0	0	0
APLNR	0	0	0	0	0	0	0
APLP1	0	4	0	113	1	6	170
APLP2	14224	68451	14224	56198	59517	18190	63132
APMAP	4298	17533	4298	11320	11337	7874	16532
APOA1	1	3	1	4	3	2	4
APOA1-AS	0	0	0	0	0	0	0
APOA2	0	27	0	0	0	0	1
APOA4	6	22	6	10	23	5	11
APOA5	0	0	0	0	0	0	0
APOB	3	8	3	4	4	3	3
APOBEC1	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0	34
APOBEC3A	662	0	662	1	0	12	4
APOBEC3A_B	0	0	0	0	0	0	0
APOBEC3B	0	1011	0	135	201	569	755
APOBEC3B-AS1	0	0	0	0	0	0	9
APOBEC3C	1178	1454	1178	2222	1794	870	1220
APOBEC3D	74	239	74	240	119	16	142
APOBEC3F	6	450	6	95	22	0	257
APOBEC3G	357	369	357	179	629	318	404
APOBEC3H	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0
APOBR	11030	8418	11030	6477	5626	4003	6117
APOC1	7250	5297	7250	10632	9969	1356	4814
APOC1P1	37	176	37	2	0	13	88
APOC2	2152	3657	2152	5749	7301	2266	4204
APOC3	1	0	1	1	1	0	0
APOC4	0	27	0	0	0	0	0
APOC4-APOC2	0	127	0	260	0	0	102
APOD	1	0	1	0	1	1	1
APOE	100799	95757	100799	176504	148416	52093	72778
APOF	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0
APOL1	8	344	8	3	7	296	479
APOL2	1026	2081	1026	1405	1289	1511	2167
APOL3	0	170	0	0	0	0	31
APOL4	4	161	4	78	3	0	173
APOL5	0	0	0	0	0	0	0
APOL6	555	2893	555	2073	1800	592	2799
APOLD1	0	180	0	0	0	188	158
APOM	0	0	0	0	0	0	23
APOO	279	1005	279	1547	893	931	970
APOOL	19	764	19	464	756	9	554
APOOP5	0	0	0	0	0	0	0
APOPT1	307	1717	307	879	1171	1136	1638
APP	2364	16517	2364	15630	15721	2569	11794
APPBP2	666	2646	666	1903	2094	1040	3350
APPL1	1561	6569	1561	4759	5812	1688	6059
APPL2	630	5712	630	5160	4964	954	5986
APRT	1668	2677	1668	2895	3096	1742	2364
APTR	9	331	9	214	233	5	226
APTX	908	2554	908	1673	2175	1545	2248
AQP1	0	0	0	0	0	0	0
AQP10	0	0	0	0	0	0	0
AQP11	0	0	0	0	77	0	55
AQP12A	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0
AQP2	0	0	0	0	0	0	0
AQP3	0	0	0	0	2	0	1
AQP4	0	0	0	0	0	0	0
AQP4-AS1	343	0	343	12	0	0	1
AQP5	0	0	0	0	0	0	0
AQP6	161	10	161	3	0	0	24
AQP7	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	1	0	0
AQP7P3	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0
AQP9	0	1	0	0	26	1	11
AQR	245	2128	245	1763	1995	319	1808
AR	0	0	0	3	1	1	80
ARAF	1467	2754	1467	2862	3319	863	2332
ARAP1	5523	28733	5523	15522	14484	14925	23510
ARAP1-AS2	0	0	0	0	0	0	0
ARAP2	154	390	154	338	494	163	963
ARAP3	0	694	0	643	827	257	470
ARC	0	20	0	0	0	0	0
ARCN1	1096	11053	1096	7506	10154	3012	10094
AREG	1	7	1	2	5	1	5
AREL1	370	2071	370	1402	1765	1024	1291
ARF1	15717	59838	15717	53531	55361	24958	62634
ARF3	6695	18216	6695	22767	22507	11734	16070
ARF4	864	5478	864	5343	7312	2890	6317
ARF4-AS1	0	0	0	0	0	0	0
ARF5	2466	5820	2466	4047	5352	1577	5290
ARF6	5563	23445	5563	18397	16880	6784	20922
ARFGAP1	268	5672	268	3363	2726	2369	5054
ARFGAP2	2635	9281	2635	5709	7647	5271	8575
ARFGAP3	374	3444	374	2558	2279	1778	3430
ARFGEF1	1153	3571	1153	3545	3131	995	4893
ARFGEF2	167	3245	167	2557	3951	1188	4063
ARFGEF3	0	6	0	2	1	8	32
ARFIP1	457	4834	457	5201	4324	2914	5111
ARFIP2	417	1127	417	587	390	306	991
ARFRP1	229	3281	229	2266	1175	1596	2431
ARG1	0	0	0	0	0	0	0
ARG2	0	569	0	1071	1388	279	943
ARGFX	119	57	119	61	131	4	33
ARGFXP2	3	1	3	0	0	0	0
ARGLU1	825	4671	825	4228	3264	2402	5698
ARHGAP1	1136	2889	1136	3670	3147	1170	3372
ARHGAP10	816	5099	816	3005	4528	1065	4954
ARHGAP11A	0	4204	0	556	1149	1046	4159
ARHGAP11B	0	175	0	209	86	0	68
ARHGAP12	452	1575	452	1578	1448	650	1860
ARHGAP15	62	1153	62	1054	1353	141	1351
ARHGAP17	279	5213	279	3537	2783	1259	5841
ARHGAP18	2689	15961	2689	12059	11660	4128	16729
ARHGAP19	185	4856	185	2152	2424	1687	4491
ARHGAP19-SLIT1	0	0	0	0	0	0	0
ARHGAP20	1	234	1	437	96	0	188
ARHGAP21	401	4586	401	2251	2600	1952	5401
ARHGAP22	868	4413	868	4638	4571	1921	5047
ARHGAP22-IT1	0	0	0	0	0	0	0
ARHGAP23	0	1	0	0	0	0	0
ARHGAP24	0	0	0	1	0	0	0
ARHGAP25	2064	8865	2064	5301	5335	1838	8366
ARHGAP26	952	4752	952	2784	3296	1140	4375
ARHGAP26-AS1	0	0	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0	0
ARHGAP27	4	2863	4	1756	2717	837	2989
ARHGAP27P1	0	124	0	89	0	0	114
ARHGAP27P1-BPTFP1-KPNA2P3	0	145	0	0	1	0	355
ARHGAP27P2	0	0	0	0	7	156	69
ARHGAP28	1	46	1	1	0	0	59
ARHGAP29	0	3	0	1	0	1	1
ARHGAP30	13051	41099	13051	23150	22814	6663	30133
ARHGAP31	335	3629	335	2188	2169	1616	3875
ARHGAP31-AS1	0	0	0	0	0	0	0
ARHGAP32	0	51	0	69	69	69	29
ARHGAP33	0	65	0	0	0	0	0
ARHGAP35	1095	4774	1095	4795	4726	2029	5551
ARHGAP36	0	0	0	0	0	0	0
ARHGAP39	0	1	0	0	68	0	0
ARHGAP4	9762	15250	9762	15453	14020	8662	15643
ARHGAP40	0	0	0	0	0	0	0
ARHGAP42	0	74	0	71	99	0	59
ARHGAP44	0	1	0	1	0	0	7
ARHGAP45	3965	14853	3965	11695	9401	8900	13642
ARHGAP5	225	1295	225	1261	902	360	1755
ARHGAP5-AS1	0	0	0	88	0	0	0
ARHGAP6	0	266	0	624	498	0	231
ARHGAP8	0	0	0	0	0	0	0
ARHGAP9	2806	12851	2806	9114	11616	5671	12495
ARHGDIA	14046	29371	14046	34104	32365	15495	24806
ARHGDIB	16813	45832	16813	32246	28793	16411	43060
ARHGDIG	0	59	0	0	0	0	0
ARHGEF1	1445	4128	1445	3469	3576	3279	5149
ARHGEF10	0	0	0	0	79	0	0
ARHGEF10L	1437	6275	1437	5182	5068	2277	7526
ARHGEF11	1012	3039	1012	1153	1942	960	2085
ARHGEF12	171	3183	171	1443	1913	323	2190
ARHGEF15	0	0	0	0	0	0	0
ARHGEF16	327	1	327	0	69	133	125
ARHGEF17	0	169	0	0	24	0	37
ARHGEF18	663	2007	663	839	1055	755	1885
ARHGEF19	143	73	143	61	238	0	154
ARHGEF2	2908	10775	2908	6190	6300	4508	7672
ARHGEF25	0	0	0	1	0	0	0
ARHGEF26	0	6	0	9	0	0	39
ARHGEF26-AS1	7	58	7	136	111	0	15
ARHGEF28	0	1	0	0	0	0	0
ARHGEF3	6	2558	6	877	1235	1005	2769
ARHGEF3-AS1	0	0	0	0	0	0	0
ARHGEF33	0	0	0	0	0	0	0
ARHGEF34P	0	0	0	0	0	0	0
ARHGEF35	3	661	3	0	0	1	361
ARHGEF37	0	159	0	63	26	0	20
ARHGEF38	0	0	0	0	0	0	1
ARHGEF38-IT1	0	0	0	0	0	0	0
ARHGEF39	282	640	282	204	334	379	974
ARHGEF4	0	0	0	0	0	0	0
ARHGEF40	0	2943	0	1948	2263	605	2476
ARHGEF5	0	83	0	175	254	0	121
ARHGEF6	238	3612	238	3714	4000	1530	4636
ARHGEF7	147	692	147	625	771	1444	940
ARHGEF7-AS1	0	0	0	0	0	0	0
ARHGEF7-AS2	0	0	0	0	0	0	0
ARHGEF9	1	556	1	680	402	364	945
ARHGEF9-IT1	0	0	0	0	0	0	0
ARID1A	1175	6939	1175	4540	5973	2775	6221
ARID1B	186	1239	186	852	964	834	946
ARID2	1	857	1	610	1738	852	1265
ARID3A	1082	3508	1082	3273	3706	2108	3845
ARID3B	371	1332	371	1291	538	304	876
ARID3C	0	0	0	0	0	0	0
ARID4A	5773	5210	5773	3464	3715	1428	5906
ARID4B	4125	4273	4125	3065	4477	1606	3896
ARID5A	1878	4751	1878	2712	2359	2505	4045
ARID5B	197	1477	197	928	1642	453	1117
ARIH1	434	1754	434	1943	1545	652	1634
ARIH2	1042	4891	1042	2885	3557	1248	3957
ARIH2OS	161	36	161	1	72	356	43
ARL1	620	3403	620	2879	3552	806	3546
ARL10	52	184	52	70	164	13	76
ARL11	198	1467	198	603	968	668	724
ARL13A	0	0	0	0	0	0	0
ARL13B	0	262	0	337	0	40	563
ARL14	0	0	0	1	0	0	0
ARL14EP	1	1000	1	824	650	617	818
ARL14EPL	0	0	0	0	0	0	0
ARL15	0	467	0	519	771	1	771
ARL16	512	747	512	138	90	386	334
ARL17A	308	814	308	263	616	334	681
ARL17B	523	514	523	124	448	506	838
ARL2	710	517	710	122	435	500	619
ARL2-SNX15	0	873	0	1185	513	0	769
ARL2BP	591	1920	591	1746	2248	17	2286
ARL3	479	2094	479	1315	1677	668	2022
ARL4A	159	894	159	765	685	230	824
ARL4C	7359	26422	7359	18028	18255	6181	26070
ARL4D	0	267	0	221	2	177	16
ARL5A	1036	4302	1036	3164	4258	1226	3499
ARL5B	328	1206	328	1122	1699	1059	842
ARL5C	0	0	0	0	0	0	0
ARL6	0	93	0	195	116	0	68
ARL6IP1	4170	42025	4170	29072	28704	18091	43874
ARL6IP4	10494	18772	10494	18116	15635	8583	17967
ARL6IP5	322	13355	322	7725	8299	3191	14906
ARL6IP6	32	895	32	1052	858	165	584
ARL8A	617	4097	617	3496	3228	508	3626
ARL8B	2439	21803	2439	23145	27971	8225	26824
ARL9	0	0	0	0	0	0	1
ARLNC1	0	0	0	0	0	0	0
ARMC1	15	1735	15	2052	2364	607	2010
ARMC10	897	2222	897	2558	3258	488	2075
ARMC12	0	0	0	0	0	0	0
ARMC2	0	251	0	19	41	0	20
ARMC2-AS1	0	0	0	0	0	1	0
ARMC3	0	0	0	0	0	0	0
ARMC4	0	0	0	0	0	0	1
ARMC4P1	1	2	1	0	0	0	2
ARMC5	711	2170	711	798	665	1200	1034
ARMC6	684	2148	684	1942	1647	1732	1320
ARMC7	259	1509	259	786	1099	802	728
ARMC8	123	2387	123	2302	3502	611	3025
ARMC9	1593	2187	1593	3537	3195	1140	1815
ARMCX1	220	1818	220	1584	1420	502	1849
ARMCX2	0	116	0	149	165	0	205
ARMCX3	1389	10556	1389	6329	7786	2817	8601
ARMCX4	0	65	0	168	178	0	61
ARMCX5	0	625	0	51	272	0	193
ARMCX5-GPRASP2	11	136	11	3	1	39	375
ARMCX6	598	2013	598	2015	2208	745	2097
ARMH1	0	0	0	0	0	0	0
ARMH2	0	0	0	0	0	0	0
ARMH3	1	1826	1	1525	2726	959	1598
ARMH4	0	45	0	1	29	0	0
ARMS2	0	0	0	0	0	0	0
ARMT1	0	5020	0	3248	4013	295	5730
ARNT	1362	5715	1362	5878	5512	1606	8444
ARNT2	0	0	0	0	0	0	0
ARNTL	142	1210	142	559	826	1271	2089
ARNTL2	164	610	164	263	119	199	863
ARNTL2-AS1	0	0	0	0	0	0	0
ARPC1A	1500	3122	1500	2971	2938	1048	3876
ARPC1B	11047	31687	11047	20456	20950	17979	29297
ARPC2	15076	46368	15076	45721	45411	17870	42412
ARPC3	23049	55904	23049	49320	46074	24172	61586
ARPC4	7232	18839	7232	16918	16811	9587	16733
ARPC4-TTLL3	1	0	1	41	0	0	143
ARPC5	4500	21698	4500	17774	17819	6738	22644
ARPC5L	2961	5317	2961	6442	4397	2256	5254
ARPIN	576	5172	576	3015	3686	1941	5675
ARPP19	1288	10939	1288	8859	11981	4855	13128
ARPP21	0	1	0	0	0	0	1
ARR3	0	0	0	0	0	0	0
ARRB1	2742	11085	2742	8441	7099	5235	11280
ARRB2	8792	18280	8792	18739	14764	8807	17021
ARRDC1	263	377	263	498	349	212	216
ARRDC1-AS1	1	69	1	271	222	379	235
ARRDC2	566	1950	566	673	1527	714	2447
