gene_id	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep1	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep2	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep3	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_1	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_2	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_3
ANKRD24	10	25	27	24	0	27
ANKRD26	137	61.76	151.81	145.26	99.01	68.54
ANKRD27	88	47	113	148	137	116
ANKRD28	275.61	362	502.99	612	483	315
ANKRD29	0	0	0	0	1	0
ANKRD30A	0	0	0	0	0	0
ANKRD31	0	0	0	0	4	8
ANKRD33	0	0	0	0	0	0
ANKRD33B	3	7	26	55	8	21
ANKRD34A	0	0	1	0	0	5
ANKRD34B	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0
ANKRD35	19	0	8	10	16	7
ANKRD37	0	0	4	0	11	0
ANKRD39	37	11	35.11	26	33	37.93
ANKRD40	128	187.17	352.09	526.24	220.01	412.03
ANKRD42	24	72	49	71	63	56
ANKRD44	5	0	57	44	24	29
ANKRD45	0	0	8	0	0	0
ANKRD46	123	38	118	230	209	136
ANKRD49	34	67	18	21	7	25
ANKRD50	348	500	509.02	794.95	615.49	715.01
ANKRD52	107	56	229	489	348	401.02
ANKRD53	0	0	0	0	0	0
ANKRD54	34	17	36	48	66	69
ANKRD55	0	0	0	0	0	6
ANKRD6	98	4	127.21	81.02	36	44.9
ANKRD60	0	0	0	0	0	0
ANKRD61	0	0	0	0	0	0
ANKRD63	0	0	0	0	0	0
ANKRD65	0	0	3	5	0	7
ANKRD66	0	0	0	0	0	0
ANKRD7	0	0	0	0	0	0
ANKRD9	0	0	0	0	0	0
ANKS1A	187	245	418.06	303	116	212.31
ANKS3	0	55	58	30	25	58
ANKS4B	0	0	0	0	0	0
ANKS6	12	61	85	94	97	100
ANKUB1	0	0	0	0	0	0
ANKZF1	143	344	338.99	198	82.05	116.12
ANLN	189	271.02	434	1470	1202	1258
ANO1	0	59	4	11	9	9
ANO10	232	422	507	463.98	410	371
ANO2	0	0	2	0	0	0
ANO3	0	1	0	21	25	22
ANO4	20	0	7	50	18	34
ANO5	1	43	3	102	83	73
ANO6	280	602	1071	1417	1002	1129
ANO7	0	0	4	0	0	0
ANO7P1	0	0	1	2	0	4
ANO8	18	157	46	42	23	39.11
ANO9	0	1	0	0	0	0
ANOS1	28	3	15	28	14	33
ANP32A	864	3043	1291	2972	1530	1876.08
ANP32B	3434.78	12259.33	2997.49	8139.75	6680.05	4937.32
ANP32E	1026.92	2506.1	1813.27	4535.37	2785.08	3035.33
ANPEP	0	7	8	91	25	76
ANTXR1	25	5	33	581	366	554
ANTXR2	677	915	1644	1133	863	1085.85
ANTXRL	0	2	0.69	0	0	0
ANXA1	2255.73	3378	2485	2549	2058	2239
ANXA10	0	0	0	1	0	0
ANXA11	484	378	499	432	364	341
ANXA13	0	0	0	0	0	0
ANXA2	7998	11440	8821	9694.01	7855.37	8093.43
ANXA3	649	682	893.02	602	279	452
ANXA4	176	163	137	113	100	121
ANXA5	9075.5	9638.95	8573	4476	3945	3513
ANXA6	1282	2262	2179	1903	1324	1522
ANXA7	591	870	667	686	480.78	523
ANXA9	0	0	0	0	0	0
AOAH	0	1	0	0	0	0
AOC1	0	0	0	0	0	0
AOC2	0	38	2	1	0	0
AOC3	433	410.96	790.08	46	10	21
AOX1	0	1	0	194	48	85
AOX2	0	0	0	0	0	0
AOX4	0	22	0	0	0	0
AP1AR	14	66	102	78	44	27
AP1B1	175	269	337	433	289	379
AP1G1	483	616	762.99	1186	832	847.05
AP1G2	50.63	81	100.01	49.47	37.68	37.03
AP1M1	29	104	213	345	223	280
AP1M2	0	0	0	33	14	12
AP1S1	90	137	250	341	334	401
AP1S2	754.23	1117.18	1125.03	1121.99	887	854
AP1S3	0	1	2	8.01	0	4.04
AP2A1	627.01	945.54	1059.47	385.18	239.99	403.54
AP2A2	275.99	303.46	377.76	343.07	294.01	314.46
AP2B1	587	801	1292.54	1148	740	1070.06
AP2M1	1358	2179	2349	2289	1578	1946
AP2S1	417	493	248	187	222	204
AP3B1	371	693	914.32	1106	712.97	860.14
AP3B2	0	0	4	7	0	0
AP3D1	465.75	1120	1055	1311	919	1127.01
AP3M1	163	89	395	441	292	361
AP3M2	100	110	204	50	64	49
AP3S1	608.99	648	608.02	508	641	384
AP3S2	115	114	133.41	157	137	205
AP4B1	143	237	97	44	44	70
AP4E1	120.4	237.64	268.09	354.74	191.99	242.44
AP4M1	40	2	52	76	93	69
AP4S1	122	182	187	74	55	98
AP5B1	19	29	31	34	33	24
AP5M1	78	160	223	197	86	152
AP5S1	16.01	26.39	42.15	75.93	19.93	57.8
AP5Z1	90	92	97	50	46.99	54
APAF1	203.46	354.26	545.33	429.04	264.03	267.1
APBA1	0	0	7	11	0	32
APBA2	54.02	178	148	137.25	125.01	107
APBA3	55	1	31	36	35	25
APBB1	59	83	147	188	103	97
APBB2	171	286	686	351	266	206
APBB3	4	1	12	5	8	4
APC	123	184	711.99	417	184	300
APC2	0	0	0	3	0	1
APCDD1L	0	0	0	0	7	0
APCS	0	0	0	0	0	0
APEH	254	302	275	361.17	317	372
APELA	0	1	0	10	0	0
APEX1	793	1117	884	2048	1378	1849.48
APEX2	43	111	62	119	114	90
APH1A	310	850.99	673.12	402.73	332.27	365.3
APH1B	78	124	155	192	106	77.02
API5	597	889	967.7	2056	1402.78	1465
APIP	338	279.03	290	300	270	240
APLF	110	283	128	90	55	59.05
APLN	263	365	475	15	13	16
APLNR	17	42	74	97	80	83
APLP1	0	0	1	79	35	68
APLP2	7673.2	12127.98	13181.89	10937.37	7406.2	9231.6
APMAP	358	461	407	834	569	725.42
APOA1	97	201	102	14	44	16
APOA1BP	240	313	240	291	271	301
APOA2	0	0	0	0	0	0
APOA4	0	0	0	0.99	0	0
APOA5	0	0	0	0	0	0
APOB	17	1	0	0	0	0
APOBEC1	3	0.92	0	0	12	0
APOBEC2	0	0	0	0	0	0
APOBEC3A	0	0	0	0	12.36	0
APOBEC3C	0	0	28.93	11.9	17	21.95
APOBEC3F	0	1	12.75	12.05	0	3.05
APOBEC3G	16	0	13	5	41	6
APOBEC3H	0	0	0	9	0	2
APOBEC4	0	0	0	0	0	0
APOBR	0	49.72	2.85	0	0	0
APOC1	6	21	5	5	0	2
APOC2	0	0	2.86	0	0	0
APOC3	0	0	0	0	0	0
APOD	102	142	79	1	0	0
APOE	1061	1246	731.02	1612	1639	1505.5
APOF	2.16	2.51	4.15	6.86	1.01	0
APOH	0	0	0	0	0	0
APOL2	0	1	17	19	0	3
APOL4	0	0	10.01	0	0	0
APOL5	0	0	41	23	13	5
APOL6	0	2	0	0	0	0
APOLD1	143.01	147.54	312.37	150.34	145.02	88.06
APOM	24	5	20	0	5	5
APOO	58	162	85	130	105	76
APOOL	258	161	213	183	112	123
APOPT1	90	148	49	92	92	83
APP	4525	7015.21	9157.55	8099	5887	6885.32
APPBP2	149	121	270	407	222	259
APPL1	235	354	553	615	362	431
APPL2	105	222	228	255	145	246
APRT	197	267	155.01	127.01	103	131.93
APTX	295	470	306	451	396	364.99
AQP1	0	16	3	0	1	0
AQP10	0	0	0	0	0	0
AQP11	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	67.8	211.6	84	1	5	7
AQP4	0	0	0	0	0	0
AQP6	2.34	24.77	22.18	18.19	17.43	12.78
AQP7	0	0	0	0	0	0
AQP8	0	0	0	0	0	0
AQP9	0	0	0	0	0	0
AQR	107	286	444	786	466	602
AR	0	0	0	17	17	11
ARAF	69	68	146	133	130	102
ARAP1	184	211	425	408	219	220
ARAP2	1	0	0	4	0	19
ARAP3	308	393	710.57	235	230	198.66
ARC	0	73	14	8	2	1
ARCN1	782.51	863.95	1323.44	1532.41	1182.81	1126.9
AREG	0	0	0	1	0	0
AREL1	142	157	203.96	252	192	204
ARF1	1916.04	3243.43	3184.58	2722.34	2193.53	2183.3
ARF3	560	591.26	727	730.67	510	674.98
ARF4	1299.02	1874.07	1816.69	2048.2	1684.43	1549.72
ARF5	934	1106.98	704	365	460	436
ARF6	446	1035.96	893	1247.52	991.01	996
ARFGAP1	130	323	262.99	253	283	279
ARFGAP2	641.94	627.98	893.07	1344.99	988.1	1255.41
ARFGAP3	129	239	287	352	208	240
ARFGEF1	118	233	454	592	324	438
ARFGEF2	123	218	470	329.9	282	265
ARFGEF3	77.67	55.49	57.08	77.16	32.15	68.46
ARFIP1	762.39	791.41	690	573	421	334
ARFIP2	115	159	235	163	228	201
ARFRP1	125	354	118	152	140	151
ARG1	0	0	0	27	11	23
ARG2	230	375.01	189	215	137	230
ARGFX	0	0	0	0	0	0
ARGLU1	668	981.2	1015	593	355.97	565
ARHGAP1	116	153.92	354.22	193.72	134	203.8
ARHGAP10	115	356	260	543	318	416
ARHGAP11A	291	358	495	2373.33	1300	1367
ARHGAP12	52	291	170	222	113	139
ARHGAP15	0	0	0	1	0	0
ARHGAP17	249.99	408	646.97	364	177.53	293
ARHGAP18	380.96	615.78	433.01	156.28	139.5	144
ARHGAP19	59	170.01	187	556	323	492
ARHGAP20	0	0	8	5	0	0
ARHGAP21	341	448	853	825	724	765
ARHGAP22	20	17	58.74	1	16	17
ARHGAP23	42	235	321.02	167	107	130.99
ARHGAP24	125	196	265	205	94	151.01
ARHGAP25	40	124	62	0	0	1
ARHGAP26	134	144	283	18	50	34
ARHGAP27	247	232	406	35	33	44
ARHGAP28	449	319	796.97	798	596	724
ARHGAP29	1231	1477	2419.52	1228	933	1084
ARHGAP30	0	6	0	0	0	1
ARHGAP31	291.52	317.93	769.73	137.24	182.17	269.75
ARHGAP32	50	16	90	189	138	161
ARHGAP33	17	3	4	9	4	14
ARHGAP35	266.01	118	658	1011	635	738
ARHGAP36	0	0	0	0	0	3
ARHGAP39	15	4	23	52	94	43
ARHGAP4	152	318	321	18	29	33
ARHGAP40	0	0	0	0	7	1
ARHGAP42	29.76	49	112	488	388.74	387
ARHGAP44	0	17	30	111	61	82
ARHGAP5	105	84	291	448	393	475
ARHGAP6	0	0	1	17	3	13
ARHGAP8	0	0	4	0	6	20
ARHGAP9	17	14	3	29	10	1
ARHGDIA	737	1310	1804	1737	1454	1556.73
ARHGDIB	965	1265	1253.78	158.83	146	136.09
ARHGDIG	0	0	0	5	19	0
ARHGEF1	252	475	407	302.62	237	283
ARHGEF10	310	244	586	177	186	263
ARHGEF10L	0	4	2	66	61	100
ARHGEF11	85	129	230	199	170	197
ARHGEF12	378	644	1470	732	461.88	709
ARHGEF15	324	616	767	49	36	63
ARHGEF16	0	24	0	0	0	1
ARHGEF17	71	91	164	294	258	315
ARHGEF18	18	114	112	129	92	149.97
ARHGEF19	46	1	19	23	8	9
ARHGEF2	357	397	572.94	506	287	313
ARHGEF25	72	47	86	201	134	266
ARHGEF26	11.98	62.16	17.07	228.01	170.38	182.07
ARHGEF28	38	187	189	97	51	52
ARHGEF3	79.64	198	219.01	166	133	226
ARHGEF33	1	0	0	0	0	0
ARHGEF37	17	84	34	0	0	0
ARHGEF38	0	0	0	0	0	0
ARHGEF39	14.07	56.16	13.71	53.31	29.78	10.46
ARHGEF4	0	0	0	0	0	0
ARHGEF40	28	36	90	573	391.03	464
ARHGEF5	1	5	24	49.95	30	31
ARHGEF6	67	151	333.19	78.77	63.91	73
ARHGEF7	1000	810	1823.4	484	415	437
ARHGEF9	84	134	114	135.6	125	78
ARID1A	146	243.98	540.01	764.45	465.03	637
ARID1B	165	221.02	321.94	368.01	255	366.12
ARID2	59	186	260	570	325	258
ARID3A	79	177	228	282	211.29	276.01
ARID3B	88.05	132	201.41	206.42	150	243
ARID3C	0	0	0	0	0	0
ARID4A	256.99	754	499.12	304	153	186
ARID4B	402.02	1345	1029.99	688	380	540.04
ARID5A	36	47	18	51	23	32
ARID5B	2	57	73	403	354	395
ARIH1	189	175.01	303.41	375.12	286.03	285.99
ARIH2	141.38	153	215	453	376	445
ARIH2OS	0	1	0	0	0	0
ARL1	624	872	1030	1197	677	981
ARL10	136.82	114.78	274.67	327.11	202.44	250.45
ARL11	0	1.01	11.93	10.48	0	2
ARL13A	0	0	0	0	0	0
ARL13B	88	127	192	223	112	117
ARL14	0	0	0	0	0	2
ARL14EP	227.03	251.4	335.31	369.69	208.51	294.93
ARL14EPL	0	0	0	0	0	0
ARL15	103.01	213	260	234.88	143	100
ARL16	151.32	95.77	101.22	116.86	72.57	69.01
ARL2	38	82	62	31	42	61
ARL2BP	294	256	374	333	256	335
ARL3	390	569	350	728	494.01	572
ARL4A	151.58	260.32	220.94	249.37	276.01	233.06
ARL4C	144	160.92	191.01	472	306	298
ARL4D	4	18	14	52	24	14
ARL5A	414.61	783.27	522.21	1094.27	738.42	772.13
ARL5B	127	88	236.99	487	256	300.01
ARL5C	0	0	0	0	0	0
ARL6	58	128	102	29	41	22
ARL6IP1	604.03	840.1	841.12	1634.52	1170.84	1183.53
ARL6IP4	458.9	881.61	605.33	424.7	472.17	530.89
ARL6IP5	237	452	342	1601.02	887	996
ARL6IP6	322	322	330	453	276	404
ARL8A	36	122	115	44	77	100
ARL8B	210	412	463	485	352	523.37
ARL9	0	13	0	1	5	8
ARMC1	161.13	100	357	305	239.01	203.01
ARMC10	117.62	302.69	108.85	171.5	147.14	142.21
ARMC12	28	38	25.02	7.97	9.08	0
ARMC2	0	0	11	6	12	16
ARMC3	0	0	0	0	0	0
ARMC4	4	0	1	0	0	0
ARMC5	86	55	75	102	65	84
ARMC6	45	40	44	62	105	53
ARMC7	0	11	20	9	22	39
ARMC8	194.3	167	322	252	256	157
ARMC9	117.77	232.29	81.71	138.64	128.77	124.64
ARMCX1	558	506	708	396	434	565
ARMCX2	393	363	367	431	210	280
ARMCX3	1370.77	2611.09	2009	1437.6	765	921
ARMCX4	118.01	303.07	527.03	552.93	310.22	490.86
ARMCX5	55	97	134	87	89	60
ARMS2	0	0	0	0	0	0
ARMT1	275	379.97	430.52	389.31	361	361.87
ARNT	166	132.04	209.61	285.08	181	217
ARNT2	0	0	0	36	37	42
ARNTL	19	4	36	58	25	25
ARNTL2	129	12	103	29	67	57
ARPC1A	1141	1407.46	846.07	800.93	745.3	795.03
ARPC1B	929	2175.54	1137	532.07	560	542
ARPC2	1414.05	2123.98	2071.52	1436.81	959.13	1157.27
ARPC3	3170	5396	3097.61	1338	1071	1245
ARPC4	693.02	999.08	731.25	469	472	449
ARPC5	2761.52	3511.97	3380.89	1814.8	1089.98	1537.67
ARPC5L	376.03	750.85	465.67	269.65	177	279.83
ARPP19	724.56	1080.84	1467.94	1429.12	914.88	1030.1
ARPP21	8	4	10.01	6.42	9	7.03
ARR3	0	0	8	0	0	0
ARRB1	58	192	254	106	106	52
ARRB2	70	14	134.03	94	62	51
ARRDC1	73	28	62	34	17	33
ARRDC2	0	36	23	19	0	0
ARRDC3	368.25	422	443	374.99	329.13	404
ARRDC4	18	78	59.99	39	18	50
ARRDC5	0	0	4	0	0	0
ARSA	70	61.99	117.11	63.23	55	55
ARSB	35.11	162.11	134.2	207.52	109.48	163.03
ARSD	274.62	406.41	529.86	214.24	108.21	161.01
ARSE	0	33	11	15	13	11
ARSF	0	0	0	0	0	0
ARSG	0	56	15	28.97	26	10
ARSH	0	0	0	0	0	0
ARSI	0	0	0	0	24	3
ARSJ	5	0	54	340.97	231	206
ARSK	12.05	101.38	66.43	57.05	51.67	92.62
ART1	0	0	0.49	0	0	0
ART3	0	0	0	0	0	0
ART4	136.18	86.41	132.01	17.54	20.04	8.26
ART5	0	0	1	4	0	7
ARTN	0	0	0	4	0	0
ARV1	44	102	81	124	38	84
ARVCF	196	296	181	164	79	128
ARX	0	0	0	0	4	4
AS3MT	194.22	306.59	257.25	143.32	189	153.2
ASAH1	118	270	292	285	274	291.01
ASAH2	0	1	0	2	0	5
ASAP1	185	236	466	425	236	422
ASAP2	396.68	453.57	995.22	506	402.94	552.45
ASAP3	10	0	8	39	37	67
ASB1	175	162	292	288	206	328
ASB10	0	0	0	0	0	0
ASB11	0	0	0	0	0	0
ASB12	0	0	0	0	0	0
ASB13	0	0	13.69	34	7.82	38
ASB14	0	0	0	0	0	0
ASB15	0	0	0	0	0	0
ASB16	0	0	0.85	0	1	0
ASB17	0	0	0	0	0	0
ASB18	0	0	0	0	0	0
ASB2	36	0	51	52	1	24
ASB3	116	106	124	232	141	113
ASB4	0	0	0	0	0	0
ASB5	0	0	3	0	0	9
ASB6	73	102.77	117.02	163.46	126.04	143.74
ASB7	29	1	45	42	58	50
ASB8	90	88	59	56	31.99	55
ASB9	10	2	17.16	1	0	12
ASCC1	230	127	196	212	134	133.89
ASCC2	17	95	224	279	175	163
ASCC3	70	128	297	595	413	501
ASCL1	0	0	0	0	0	0
ASCL2	0	0	0	0	0	0
ASCL3	0	0	0	0	0	0
ASCL4	0	0	0	0	0	0
ASCL5	0	0	0	0	0	1
ASF1A	109	111	144	294	152	267
ASF1B	21	40	66	114	79	133
ASH1L	47.01	10	209.99	233	156.02	211.18
ASH2L	336	515	611	719	524	659
ASIC1	0	0	2	16	11	17
ASIC2	0	2	2	10	0	0
ASIC3	0	0	0	0	0	0
ASIC4	0	1	0	0	0	0
ASIC5	0	0	0	0	0	0
ASIP	0	0	0	0	0	0
ASL	226.19	436.56	436.03	184	207.01	118.08
ASMT	0	0	0	0	0	0
ASNA1	44	217	90	90	99	114
ASNS	49	79	102	724	389	566
ASNSD1	599.95	392	410	546	394	370
ASPA	0	0	0	0	0	0
ASPDH	0	0	0	0	0	0
ASPG	0	0	0	0	8	0
ASPH	545	842	821.11	1081.75	852	722
ASPHD1	4	0	0	0	0	1
ASPHD2	0	0	3	9	16	3
ASPM	44	167	311	885	371	556
ASPN	0	0	0	0	0	0
ASPRV1	0	0	0	0	0	0
ASPSCR1	54	24	53	67	78	55
ASRGL1	81.09	150.61	184.12	290.23	283.03	274.94
ASS1	0	0	11	27	0	0
ASTE1	18	0	32	9	0	31
ASTL	0	0	0	0	0	0
ASTN1	0	2	10.69	18	22	60
ASUN	230	447	431.51	558	380	430.08
ASXL1	136	192	405	453	261	375
ASXL2	104	360	419	251.01	234	249
ASXL3	1	1	0	53	16	30
ASZ1	0	0	0	0	0	0
ATAD1	322.62	397.38	618.4	522.11	399.56	461.79
ATAD2	175.06	145	308.01	1088.02	789.89	853.97
ATAD2B	90	93	189	319	136	216.74
ATAD5	2	2	51	107	102	93
ATAT1	3	18	24	42	14	16
ATCAY	84	25	133	30	2	18
ATE1	13	90	68	64	73	76
ATF1	139	94.09	150.06	224.03	144.03	184
ATF2	101	444.95	314.26	345.23	206.99	305.3
ATF3	27	16	44	38	34	27
ATF4	2310.36	4081.96	1797.72	2301.08	2148.81	1995.5
ATF5	119	385	159.34	153	92	76
ATF6	109	451.4	454.98	395	226	221
ATF6B	45	63	327.7	117	41	143
ATF7	33	13	50	37	29	50.98
ATF7IP	217.1	340.99	533.14	502.48	464.93	508.58
ATF7IP2	27.3	33.77	37.8	39.16	13	30.11
ATG10	3.19	58.25	54.18	29.33	26.35	26.05
ATG101	38	167.93	158	264	193	225
ATG12	279.42	389.82	429.19	266.54	323.92	231.69
ATG13	87	70	239.86	225	135	220
ATG14	89.07	169.84	206.12	196.78	126.97	207.37
ATG16L1	432	719.94	589.76	662.17	393	577
ATG16L2	1	17	29	1	0	19
ATG2A	46	93	132	96	87	139
ATG2B	51	65	191	127	193	217
ATG3	872	1719	1031.65	1026	644	750
ATG4A	209	99	209	82	59	41
ATG4B	232	355	261	252	230	304
ATG4C	81	234	102	185	75	129
ATG4D	54	29	26	17.2	21	51
ATG5	189	357	342	384	288	270
ATG7	67	163	47	21	37	51
ATG9A	39	133	127	143	86	143
ATG9B	0	2	0	0	0	0
ATHL1	20.98	17	151	60	25	18
ATIC	196	144	447	682	527	677
ATL1	0	0	6	14	0	11
ATL2	276.76	233.27	523.2	602.32	419.82	556.24
ATL3	88	111	229	134	56	129
ATM	111.96	127.06	307.87	250.84	184.61	329.08
ATMIN	59.93	131.68	85.85	123.08	137	112.04
ATN1	213	166	480.82	360	257	364
ATOH1	0	0	0	0	0	0
ATOH7	0	0	0	0	0	0
ATOH8	0	0	0	7	0	11
ATOX1	250	147	91	36	44	44
ATP10A	0	0	0	0	9	0
ATP10B	0	0	3.18	3.18	1.06	1.06
ATP10D	19	34	76	155	101	133
ATP11A	216.03	322.01	613	257	147	276
ATP11AUN	0	0	0	0	0	0
ATP11B	181	231	402	729	435	411
ATP11C	91	72	155	203	102	111
ATP12A	0	1	0	0	0	0
ATP13A1	49	170	203	260	144	190
ATP13A2	19	26	95	174.33	54	181
ATP13A3	54	72	206	424.02	317.96	456.08
ATP13A4	0	0	0	0	0	0
ATP13A5	0	0	0	0	0	0
ATP1A1	1224	1716.17	2485	3602	2335.96	2691
ATP1A2	0	0	0	0	7	5
ATP1A3	0	0	0	0	0	0
ATP1A4	0	0	0	0	0	0
ATP1B1	112.81	160	245	546	293	410
ATP1B2	0	0	0	0	0	0
ATP1B3	1437	2001.74	1586.29	1783	1463.69	1423.03
ATP1B4	0	0	0.98	0	0	0
ATP2A1	0	0	0	5	0	0
ATP2A2	488.62	602	1540.85	2567.01	1619.86	1842.91
ATP2A3	191	360	554	37	10	37
ATP2B1	229	464	712	1858.06	1386.66	1477
ATP2B2	0	0	0	0	0	0
ATP2B3	0	0	0	0	0	1
ATP2B4	623	463	1648.27	735	395	566
ATP2C1	304	318	358	425	310	413
ATP2C2	0	0	0	0	5	0
ATP4A	0	0	5	0	0	0
ATP4B	0	0	0	0	0	0
ATP5A1	3515	4965	5200.99	6206	5265	5495.01
ATP5B	4290	7417	7268.08	5255.01	4631	4324.49
ATP5C1	828	1299	1092	1007	674	851.24
ATP5D	154	271	129	64	161	125
ATP5E	509	703	384	178.11	201	189
ATP5F1	857	1052	892	1171	927	979
ATP5G1	28.61	28.7	28.55	28.16	17.04	20.88
ATP5G2	438	580.97	342	631	293	366
ATP5G3	220.89	363.41	249.48	159.88	180.53	213.01
ATP5H	279.13	313.72	169.55	107.28	199.94	106.13
ATP5I	284	270	194	117	123	169
ATP5J	305	187	348.01	177	261	220
ATP5J2	441.28	244.61	207.01	127.09	129.35	133.8
ATP5L	737	799	346.34	294	323	235
ATP5O	1930	2653	1281	1019.97	912	777
ATP5S	9.7	13.69	33.27	8.62	21.87	1
ATP5SL	322.96	325	303.95	338	194	340
ATP6AP1	296	378	437.02	313	432	344
ATP6AP1L	0	13	5	0	0	4
ATP6AP2	749	1520	1070	729	410	545
ATP6V0A1	115	116	291.97	129	148	82
ATP6V0A2	70.12	41.35	101.19	141.95	100.58	71.08
ATP6V0A4	0	0	0	0	0	1
ATP6V0B	300	232	172	171	175	107
ATP6V0C	333	252	267	290	320	321.74
ATP6V0D1	425.93	708	546.66	396.09	296	457
ATP6V0D2	0	0	0	0	0	0
ATP6V0E1	601	1082	665	527.5	336	544
ATP6V0E2	95	117	171	103	123	193
ATP6V1A	38.41	0	132.05	174.13	29.33	159.33
ATP6V1B1	0	0	0	0	0	0
ATP6V1B2	252	496	636	502	654	458
ATP6V1C1	248	433.45	442.27	282.08	177.33	238.38
ATP6V1C2	34	12	66	33	7	28
ATP6V1D	511.33	751	682	910	554.74	721.91
ATP6V1E1	870	1031.05	1211	709	627	641
ATP6V1E2	0	0	0	0	0	0
ATP6V1F	191	156	205	208	121	250
ATP6V1G1	232.08	754.48	336.98	190.92	197.39	255.64
ATP6V1G2	0	0	4	0	0	0
ATP6V1G3	0	0	0	0	0	0
ATP6V1H	711	688	695	786	766	670
ATP7A	147.81	153.84	331.26	257.58	137.29	210.9
ATP7B	6	51	92	148	90	83
ATP8A1	0	27	7	47	42	67
ATP8A2	0	23	30	71	55	40
ATP8B1	158	151	229.42	30	71	27
ATP8B2	293.46	350.6	593.24	203.16	154.78	237.82
ATP8B3	0	1	6	11	2	12
ATP8B4	28	50	2.03	10	12	0
ATP9A	72	144.01	173	142	114	113
ATP9B	29	93	136	181	100	112
ATPAF1	57	20	40	122	68	118
ATPAF2	40	111	115	97	63	92
ATPIF1	122	100	133	113	107	137
ATR	73	200	180	263	329	215
ATRAID	93	160	84	91	71	77
ATRIP	32	2	18	29	80	27
ATRN	188	148	434.16	530.51	488	508.08
ATRNL1	59	145	234	198	211	226
ATRX	542	1625	1609	1660	1259	1187
ATXN1	17	88.04	146	106	78	104
ATXN10	1245	1701	1410	2533	2264	2015
ATXN1L	85	243	391	358	305.19	314
ATXN2	73	158	259	188	124	203
ATXN2L	229	330	509.98	515	365	489.67
ATXN3	97.05	100.5	195.88	238.45	137	82.09
ATXN3L	0	0	0	0	0	0
ATXN7	73.01	112	209	110.03	100.03	142.79
ATXN7L1	17	27	87	92	27	36
ATXN7L2	0	0	17	14	17	20
ATXN7L3	261.31	627.9	589.28	576.39	384.59	568.28
ATXN7L3B	80	170	145.13	203	215	124
AUH	112	76	76	151	108	94
AUNIP	0.87	1.55	22.25	33.92	29.05	63.49
AUP1	304	571	426	411	329	374.56
AURKA	181	143.05	163.67	411.56	387.97	302.7
AURKAIP1	40	9	18	27	21	30
AURKB	54	104	118	369	286	262
AURKC	165	244	207	379	299	309
AUTS2	9	69.87	92	271.07	208	290.92
AVEN	218	178	164	111	165	144
AVIL	0	0	1	0	0	0
AVL9	61.98	126.18	203.18	189.81	202.39	150.84
AVP	0	0	0	0	0	0
AVPI1	0	0	11	0	23	13.16
AVPR1A	0	0	0	0	0	0
AVPR1B	0	0	0	0	0	0
AVPR2	0	0	6	6	2	5
AWAT1	0	0	0	0	0	0
AWAT2	0	0	0	0	0	0
AXDND1	0	0	0	0	0	2
AXIN1	100	34	261	401	295	283.48
AXIN2	2	0	1	41	61	64
AXL	192.17	341.04	367.08	1174.34	966.11	1095.42
AZGP1	0	0	0	0	0	0
AZI2	92	163	261	205.01	205	249
AZIN1	835	1482	1542	2672	1505.43	1677.01
AZIN2	17	14	23	13	17.16	39
AZU1	0	0	0	0	0	0
B2M	6899	12234	4651	2366	1740	1705
B3GALNT1	173	227	211	420	402	313
B3GALNT2	9.02	13.28	90.43	262	118.31	239.67
B3GALT1	0	1	0	23	1	3
B3GALT2	0	0	0	0	0	0
B3GALT4	10	0	25	1	6	0
B3GALT5	0	0	0	3	5	9
B3GALT6	29	104	107	77.02	73	121
B3GAT1	0	0	0	0	0	3
B3GAT2	0	0	1	0	6	10
B3GAT3	75	76	67	57	30	64
B3GLCT	221	192	365	167.74	248	279.22
B3GNT2	377.57	437	372.49	229	173	178
B3GNT3	0	0	0	0	0	0
B3GNT4	0	0	0	0	0	1
B3GNT5	23	126	97	147	133	196
B3GNT6	15.33	96.99	14.93	55.37	13.68	13.56
B3GNT7	0	0	0	3	1	7
B3GNT8	1	57	19	2	2	11
B3GNT9	0	0	6	31	3	18
B3GNTL1	14	25	22.92	31	46	40
B4GALNT1	0	0	0	2	8	0
B4GALNT2	0	0	0	0	0	0
B4GALNT3	0	6	1	13	6	6
B4GALNT4	0	6.59	0	102	104	106
B4GALT1	272	365.95	587	405.8	322.77	338
B4GALT2	28	47	89	185	129	224.68
B4GALT3	122	283	121	98	94	104
B4GALT4	74	362	152	731	546	556
B4GALT5	365.99	396.72	681.26	506.86	248.59	308.24
B4GALT6	341	361	645.08	527	374.99	387
B4GALT7	90	116	77	43	74.06	94
B4GAT1	81	208	107	151	112	122
B9D1	0	12	12	55	29	24
B9D2	34	43	41	24	25	25
BAALC	0	29	25	247	207	198
BAAT	0	0	0	4	3	6
BABAM1	258	257	182	204	174	118
BACE1	65.04	56.17	167	240.19	141.85	187
BACE2	588.07	884.73	1508.29	754.95	449.94	550.94
BACH1	197	392	401.91	614	528	543
